plugin-name;platforms;plugin-repo;plugin-location;plugin-demo-repo;plugins-to-update;custom-script
nativescript-toast;cross;https://github.com/TobiasHennig/nativescript-toast;;https://github.com/TobiasHennig/nativescript-toast-example;;
